customer_id,first_name,last_name,email,phone,city,state,country,segment,churn_risk_score,created_at,updated_at,_ingest_timestamp,_source_file,_source_system,_batch_id
CUST-0122,First_122,Last_122,user_122@example.com,+1-555-597-0122,Phoenix,AZ,USA,Consumer,0.36,2024-01-14 10:00:00,2024-01-14 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0123,First_123,Last_123,user_123@example.com,+1-555-269-0123,Seattle,WA,USA,VIP,0.79,2024-01-24 10:00:00,2024-01-24 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0124,First_124,Last_124,user_124@example.com,+1-555-503-0124,New York,NY,USA,Consumer,0.12,2024-01-30 10:00:00,2024-01-30 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0125,First_125,Last_125,user_125@example.com,+1-555-987-0125,Seattle,WA,USA,VIP,0.2,2024-01-05 10:00:00,2024-01-05 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0126,First_126,Last_126,user_126@example.com,+1-555-435-0126,Phoenix,AZ,USA,Corporate,0.41,2024-01-13 10:00:00,2024-01-13 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0127,First_127,Last_127,user_127@example.com,+1-555-488-0127,Dallas,TX,USA,Home Office,0.65,2024-01-25 10:00:00,2024-01-25 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0128,First_128,Last_128,user_128@example.com,+1-555-954-0128,Seattle,WA,USA,Consumer,0.43,2024-01-09 10:00:00,2024-01-09 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0129,First_129,Last_129,user_129@example.com,+1-555-458-0129,New York,NY,USA,Corporate,0.57,2024-01-31 10:00:00,2024-01-31 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0130,First_130,Last_130,user_130@example.com,+1-555-131-0130,New York,NY,USA,Corporate,0.21,2024-01-25 10:00:00,2024-01-25 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0131,First_131,Last_131,user_131@example.com,+1-555-256-0131,New York,NY,USA,Corporate,0.15,2024-01-20 10:00:00,2024-01-20 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0132,First_132,Last_132,user_132@example.com,+1-555-323-0132,Los Angeles,CA,USA,VIP,0.61,2024-01-19 10:00:00,2024-01-19 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0133,First_133,Last_133,user_133@example.com,+1-555-720-0133,Dallas,TX,USA,Consumer,0.67,2024-01-06 10:00:00,2024-01-06 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0134,First_134,Last_134,user_134@example.com,+1-555-418-0134,Chicago,IL,USA,Consumer,0.51,2024-01-31 10:00:00,2024-01-31 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0135,First_135,Last_135,user_135@example.com,+1-555-793-0135,Phoenix,AZ,USA,VIP,0.37,2024-01-19 10:00:00,2024-01-19 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0136,First_136,Last_136,user_136@example.com,+1-555-706-0136,Houston,TX,USA,Corporate,0.13,2024-01-03 10:00:00,2024-01-03 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0137,First_137,Last_137,user_137@example.com,+1-555-800-0137,Phoenix,AZ,USA,Consumer,0.69,2024-01-28 10:00:00,2024-01-28 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0138,First_138,Last_138,user_138@example.com,+1-555-645-0138,New York,NY,USA,VIP,0.58,2024-01-12 10:00:00,2024-01-12 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0139,First_139,Last_139,user_139@example.com,+1-555-763-0139,Los Angeles,CA,USA,Home Office,0.06,2024-01-17 10:00:00,2024-01-17 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0140,First_140,Last_140,user_140@example.com,+1-555-601-0140,Seattle,WA,USA,Consumer,0.4,2024-01-27 10:00:00,2024-01-27 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0141,First_141,Last_141,user_141@example.com,+1-555-948-0141,Dallas,TX,USA,VIP,0.62,2024-01-21 10:00:00,2024-01-21 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0142,First_142,Last_142,user_142@example.com,+1-555-851-0142,Seattle,WA,USA,Home Office,0.54,2024-01-06 10:00:00,2024-01-06 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0143,First_143,Last_143,user_143@example.com,+1-555-546-0143,Miami,FL,USA,Home Office,0.31,2024-01-15 10:00:00,2024-01-15 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0144,First_144,Last_144,user_144@example.com,+1-555-188-0144,Houston,TX,USA,Home Office,0.76,2024-01-27 10:00:00,2024-01-27 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0145,First_145,Last_145,user_145@example.com,+1-555-575-0145,Houston,TX,USA,VIP,0.32,2024-01-25 10:00:00,2024-01-25 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0146,First_146,Last_146,user_146@example.com,+1-555-432-0146,Miami,FL,USA,Corporate,0.44,2024-01-28 10:00:00,2024-01-28 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0147,First_147,Last_147,user_147@example.com,+1-555-364-0147,Dallas,TX,USA,Home Office,0.27,2024-01-26 10:00:00,2024-01-26 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0148,First_148,Last_148,user_148@example.com,+1-555-110-0148,Phoenix,AZ,USA,Corporate,0.12,2024-01-18 10:00:00,2024-01-18 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0149,First_149,Last_149,user_149@example.com,+1-555-668-0149,Seattle,WA,USA,Corporate,0.6,2024-01-16 10:00:00,2024-01-16 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0150,First_150,Last_150,user_150@example.com,+1-555-911-0150,Miami,FL,USA,Consumer,0.12,2024-01-15 10:00:00,2024-01-15 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0151,First_151,Last_151,user_151@example.com,+1-555-808-0151,Houston,TX,USA,Corporate,0.29,2024-01-13 10:00:00,2024-01-13 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0152,First_152,Last_152,user_152@example.com,+1-555-666-0152,Dallas,TX,USA,Home Office,0.39,2024-01-16 10:00:00,2024-01-16 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0153,First_153,Last_153,user_153@example.com,+1-555-819-0153,Dallas,TX,USA,VIP,0.27,2024-01-12 10:00:00,2024-01-12 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0154,First_154,Last_154,user_154@example.com,+1-555-223-0154,Phoenix,AZ,USA,Corporate,0.3,2024-01-08 10:00:00,2024-01-08 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0155,First_155,Last_155,user_155@example.com,+1-555-321-0155,Chicago,IL,USA,VIP,0.27,2024-01-07 10:00:00,2024-01-07 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0156,First_156,Last_156,user_156@example.com,+1-555-952-0156,Phoenix,AZ,USA,Corporate,0.29,2024-01-04 10:00:00,2024-01-04 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0157,First_157,Last_157,user_157@example.com,+1-555-409-0157,Dallas,TX,USA,Consumer,0.62,2024-01-06 10:00:00,2024-01-06 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0158,First_158,Last_158,user_158@example.com,+1-555-146-0158,Chicago,IL,USA,Consumer,0.49,2024-01-09 10:00:00,2024-01-09 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0159,First_159,Last_159,user_159@example.com,+1-555-989-0159,Chicago,IL,USA,VIP,0.13,2024-01-21 10:00:00,2024-01-21 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0160,First_160,Last_160,user_160@example.com,+1-555-391-0160,New York,NY,USA,VIP,0.43,2024-01-19 10:00:00,2024-01-19 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0161,First_161,Last_161,user_161@example.com,+1-555-152-0161,Dallas,TX,USA,Home Office,0.8,2024-01-06 10:00:00,2024-01-06 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0162,First_162,Last_162,user_162@example.com,+1-555-941-0162,Miami,FL,USA,Consumer,0.37,2024-01-04 10:00:00,2024-01-04 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0163,First_163,Last_163,user_163@example.com,+1-555-744-0163,Los Angeles,CA,USA,Consumer,0.17,2024-01-19 10:00:00,2024-01-19 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0164,First_164,Last_164,user_164@example.com,+1-555-354-0164,Phoenix,AZ,USA,Consumer,0.5,2024-01-03 10:00:00,2024-01-03 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0165,First_165,Last_165,user_165@example.com,+1-555-710-0165,Seattle,WA,USA,Corporate,0.67,2024-01-20 10:00:00,2024-01-20 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0166,First_166,Last_166,user_166@example.com,+1-555-553-0166,Seattle,WA,USA,Home Office,0.74,2024-01-15 10:00:00,2024-01-15 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0167,First_167,Last_167,user_167@example.com,+1-555-682-0167,Seattle,WA,USA,Consumer,0.54,2024-01-10 10:00:00,2024-01-10 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0168,First_168,Last_168,user_168@example.com,+1-555-881-0168,Los Angeles,CA,USA,Corporate,0.55,2024-01-31 10:00:00,2024-01-31 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0169,First_169,Last_169,user_169@example.com,+1-555-183-0169,Phoenix,AZ,USA,Corporate,0.24,2024-01-22 10:00:00,2024-01-22 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0170,First_170,Last_170,user_170@example.com,+1-555-102-0170,Los Angeles,CA,USA,VIP,0.41,2024-01-06 10:00:00,2024-01-06 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0171,First_171,Last_171,user_171@example.com,+1-555-133-0171,Miami,FL,USA,Corporate,0.28,2024-01-10 10:00:00,2024-01-10 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0172,First_172,Last_172,user_172@example.com,+1-555-980-0172,Phoenix,AZ,USA,VIP,0.11,2024-01-23 10:00:00,2024-01-23 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0173,First_173,Last_173,user_173@example.com,+1-555-370-0173,Houston,TX,USA,Corporate,0.39,2024-01-30 10:00:00,2024-01-30 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0174,First_174,Last_174,user_174@example.com,+1-555-252-0174,Houston,TX,USA,Home Office,0.71,2024-01-21 10:00:00,2024-01-21 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0175,First_175,Last_175,user_175@example.com,+1-555-269-0175,Los Angeles,CA,USA,Home Office,0.53,2024-01-02 10:00:00,2024-01-02 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0176,First_176,Last_176,user_176@example.com,+1-555-227-0176,Phoenix,AZ,USA,VIP,0.6,2024-01-15 10:00:00,2024-01-15 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0177,First_177,Last_177,user_177@example.com,+1-555-378-0177,Seattle,WA,USA,VIP,0.4,2024-01-31 10:00:00,2024-01-31 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0178,First_178,Last_178,user_178@example.com,+1-555-542-0178,New York,NY,USA,Home Office,0.53,2024-01-29 10:00:00,2024-01-29 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0179,First_179,Last_179,user_179@example.com,+1-555-334-0179,New York,NY,USA,Consumer,0.85,2024-01-03 10:00:00,2024-01-03 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0180,First_180,Last_180,user_180@example.com,+1-555-141-0180,Phoenix,AZ,USA,Corporate,0.43,2024-01-19 10:00:00,2024-01-19 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0181,First_181,Last_181,user_181@example.com,+1-555-384-0181,Miami,FL,USA,Corporate,0.85,2024-01-30 10:00:00,2024-01-30 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0182,First_182,Last_182,user_182@example.com,+1-555-933-0182,Seattle,WA,USA,VIP,0.83,2024-01-21 10:00:00,2024-01-21 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0183,First_183,Last_183,user_183@example.com,+1-555-518-0183,Miami,FL,USA,Home Office,0.31,2024-01-12 10:00:00,2024-01-12 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0184,First_184,Last_184,user_184@example.com,+1-555-264-0184,Los Angeles,CA,USA,Home Office,0.38,2024-01-28 10:00:00,2024-01-28 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0185,First_185,Last_185,user_185@example.com,+1-555-778-0185,Miami,FL,USA,VIP,0.7,2024-01-10 10:00:00,2024-01-10 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0186,First_186,Last_186,user_186@example.com,+1-555-190-0186,New York,NY,USA,Home Office,0.25,2024-01-15 10:00:00,2024-01-15 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0187,First_187,Last_187,user_187@example.com,+1-555-513-0187,Los Angeles,CA,USA,Consumer,0.58,2024-01-25 10:00:00,2024-01-25 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0188,First_188,Last_188,user_188@example.com,+1-555-155-0188,Miami,FL,USA,Corporate,0.46,2024-01-14 10:00:00,2024-01-14 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0189,First_189,Last_189,user_189@example.com,+1-555-552-0189,Miami,FL,USA,Consumer,0.21,2024-01-21 10:00:00,2024-01-21 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0190,First_190,Last_190,user_190@example.com,+1-555-394-0190,Chicago,IL,USA,VIP,0.75,2024-01-30 10:00:00,2024-01-30 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0191,First_191,Last_191,user_191@example.com,+1-555-129-0191,Miami,FL,USA,Corporate,0.62,2024-01-04 10:00:00,2024-01-04 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0192,First_192,Last_192,user_192@example.com,+1-555-114-0192,Phoenix,AZ,USA,VIP,0.12,2024-01-18 10:00:00,2024-01-18 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0193,First_193,Last_193,user_193@example.com,+1-555-220-0193,Los Angeles,CA,USA,Corporate,0.45,2024-01-15 10:00:00,2024-01-15 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0194,First_194,Last_194,user_194@example.com,+1-555-822-0194,Phoenix,AZ,USA,Home Office,0.38,2024-01-17 10:00:00,2024-01-17 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0195,First_195,Last_195,user_195@example.com,+1-555-349-0195,Miami,FL,USA,VIP,0.49,2024-01-16 10:00:00,2024-01-16 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0196,First_196,Last_196,user_196@example.com,+1-555-713-0196,Seattle,WA,USA,Corporate,0.74,2024-01-07 10:00:00,2024-01-07 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0197,First_197,Last_197,user_197@example.com,+1-555-908-0197,Phoenix,AZ,USA,VIP,0.32,2024-01-25 10:00:00,2024-01-25 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0198,First_198,Last_198,user_198@example.com,+1-555-102-0198,Phoenix,AZ,USA,Home Office,0.63,2024-01-27 10:00:00,2024-01-27 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0199,First_199,Last_199,user_199@example.com,+1-555-252-0199,Miami,FL,USA,VIP,0.48,2024-01-28 10:00:00,2024-01-28 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0200,First_200,Last_200,user_200@example.com,+1-555-665-0200,Dallas,TX,USA,VIP,0.41,2024-01-11 10:00:00,2024-01-11 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CORRUPT-001,,,invalid_email_at_domain,,,,,,INVALID_SCORE,2024-01-01,2024-01-01,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
CUST-0001,First_1,Last_1,user_1@example.com,+1-555-859-0001,Los Angeles,CA,USA,Home Office,0.25,2024-01-01 10:00:00,2024-01-01 10:00:00,2026-08-13T19:21:32.359+05:30,customers.csv,CRM,batch_01
