transaction_id,user_id,transaction_date,raw_timestamp,region,city,product_category,price,quantity,sale_amount,status,age,subscription,store_id,email,username
T10689,RA-19285,2017-12-25,2017-12-25 12:39:52,East,New York City,Furniture,95.99,2,191.984,Completed,26,Free,S01,ralph.arnett@example.com,ralph47
T37790,CS-12355,2017-04-14,2017-04-14 16:25:06,East,New York City,Furniture,80.78,3,242.352,Failed,19,Basic,S11,christine.sundaresam@example.com,christine50
T12577,RA-19885,2014-11-22,2014-11-22 10:26:52,South,Columbus,Office Supplies,5.68,2,11.36,Failed,43,Free,S11,ruben.ausman@example.com,ruben17
T10067,PS-18970,2015-04-30,2015-04-30 12:30:30,Central,Chicago,Furniture,42.62,5,213.115,Completed,43,Basic,S02,paul.stevenson@example.com,paul24
T13669,TB-21250,2014-12-08,2014-12-08 10:51:09,West,Salem,Technology,10.39,10,103.92,,61,Premium,S02,tim.brockman@example.com,tim87
T11823,EA-14035,2016-02-16,2016-02-16 17:21:32,Central,Chicago,Furniture,20.99,3,62.958,Failed,59,Premium,S10,erin.ashbrook@example.com,erin78
T13180,SM-20950,2017-12-05,2017-12-05 15:45:06,East,New York City,Furniture,29.34,2,58.68,Failed,40,Premium,S11,suzanne.mcnair@example.com,suzanne18
T15772,SC-20440,2015-09-24,2015-09-24 12:14:59,West,Los Angeles,Office Supplies,289.53,4,1158.12,Pending,25,Premium,S07,shaun.chance@example.com,shaun64
T19550,SC-20770,2016-06-18,2016-06-18 11:41:43,East,Philadelphia,Office Supplies,151.2,3,453.6,Failed,45,Basic,S04,stewart.carmichael@example.com,stewart99
T16744,SP-20860,2015-02-16,2015-02-16 09:58:32,East,Dover,Office Supplies,,6,35.88,Completed,41,Free,S10,sung.pak@example.com,sung19
T12153,AR-10540,2015-11-22,2015-11-22 12:20:57,East,Quincy,Office Supplies,4.98,3,14.94,Failed,52,Free,S03,andy.reiter@example.com, 
T19831,SC-20305,2014-12-16,2014-12-16 12:37:06,Central,Beaumont,Technology,79.99,4,319.968,Pending,40,Premium,S07,sean.christensen@example.com,sean76
T15901,PB-18805,2015-11-20,2015-11-20 08:57:37,West,San Francisco,Office Supplies,2.69,9,24.192,Pending,25,Free,S07,patrick.bzostek@example.com,patrick85
T18412,TH-21100,2016-05-09,2016-05-09 12:22:11,South,Salem,Office Supplies,3.98,7,27.86,Failed,55,Free,S05,thea.hendricks@example.com,thea75
T10840,BM-11650,2015-11-20,2015-11-20 13:30:11,East,New York City,Office Supplies,20.15,3,60.45,Failed,64,Basic,S04,brian.moss@example.com,brian16
T11540,CL-11890,2017-09-15,2017-09-15 10:38:08,East,Everett,Furniture,260.98,3,782.94,Pending,42,Free,S03,carl.ludwig@example.com,carl72
T15373,AG-10495,2015-10-24,2015-10-24 18:22:53,Central,Houston,Office Supplies,5.18,3,15.552,Completed,22,Free,S12,andrew.gjertsen@example.com,andrew63
T17222,TG-21310,2017-01-27,2017-01-27 13:42:26,East,New York City,Technology,45.98,3,137.94,Failed,26,Basic,S11,toby.gnade@example.com,toby61
T16294,AZ-10750,2015-04-22,2015-04-22 21:37:10,West,Los Angeles,Office Supplies,21.38,3,64.14,Failed,53,Basic,S05,annie.zypern@example.com,annie20
T13853,GT-14755,2017-11-26,2017-11-26 21:43:02,Central,Rockford,Office Supplies,4.2,8,33.568,Pending,21,Free,S09,guy.thornton@example.com,guy69
T18326,FC-14245,2017-09-08,2017-09-08 16:52:18,South,Hialeah,Technology,52.79,3,158.376,Pending,52,Basic,S11,frank.carlisle@example.com,frank97
T18101,RH-19510,2016-03-10,2016-03-10 10:20:57,West,Los Angeles,Technology,1119.2,3,3357.6,Failed,54,Basic,S10,rick.huthwaite@example.com,rick9
T17914,JE-15715,2017-08-25,2017-08-25 17:57:32,East,Cleveland,Office Supplies,12.85,2,25.696,Pending,32,Free,S04,joe.elijah@example.com,joe52
T17156,LH-16900,2015-12-25,2015-12-25 17:55:18,South,Columbus,Office Supplies,31.58,5,157.9,Failed,52,Free,S04,lena.hernandez@example.com,lena13
T18425,NP-18670,2017-10-12,2017-10-12 14:23:44,East,Lakewood,Furniture,430.98,5,2154.9,Completed,58,Premium,S06,nora.paige@example.com,nora15
T19502,KW-16570,2015-11-20,2015-11-20 10:08:53,West,San Francisco,Furniture,10.68,3,32.04,Pending,38,Basic,S06,kelly.williams@example.com,kelly1
T18019,BF-11020,2017-10-17,2017-10-17 08:35:39,West,Modesto,Technology,52.79,1,52.792,Pending,40,Basic,S02,barry.französisch@example.com,barry88
T14408,BF-10975,2016-11-20,2016-11-20 14:38:40,Central,Columbus,Office Supplies,104.85,3,314.55,Failed,19,Free,S05,barbara.fisher@example.com,barbara17
T15632,NF-18385,2014-02-11,2014-02-11 12:37:03,South,Chesapeake,Furniture,209.37,6,1256.22,Failed,21,Basic,S12,natalie.fritzler@example.com,natalie85
T14991,AW-10930,2017-08-31,2017-08-31 08:22:50,West,San Francisco,Technology,172.35,4,689.408,Failed,35,Premium,S03,,arthur45
T17294,CB-12415,2016-01-23,2016-01-23 17:39:31,West,Los Angeles,Furniture,8.57,7,59.99,Pending,21,Free,S07,christy.brittain@example.com,christy62
T11470,DK-12835,2017-12-09,2017-12-09 09:24:30,Central,Detroit,Office Supplies,20.77,2,41.54,Failed,39,Basic,S04,damala.kotsonis@example.com,damala32
T10476,JP-15520,2014-11-09,2014-11-09 14:18:50,West,San Francisco,Office Supplies,8.95,7,62.65,Pending,23,Basic,S09,jeremy.pistek@example.com,jeremy17
T11632,CL-12565,2016-05-08,2016-05-08 09:12:29,East,Cleveland,Office Supplies,5.34,2,10.688,Completed,44,Basic,S02,clay.ludtke@example.com,clay88
T14886,SC-20695,2014-12-16,2014-12-16 13:08:07,Central,Detroit,Office Supplies,22.84,5,114.2,Pending,19,Premium,S04,,steve67
T18243,LH-16900,2014-09-01,2014-09-01 15:16:03,East,New York City,Technology,119.0,3,357,Pending,61,Premium,S04,lena.hernandez@example.com,lena2
T17300,JK-15730,2014-11-18,2014-11-18 16:43:03,Central,Des Plaines,Furniture,4.27,2,8.544,Failed,63,Premium,S04,joe.kamberova@example.com,joe23
T13473,SF-20965,2017-11-12,2017-11-12 20:07:16,East,Columbus,Technology,9.27,2,18.544,Failed,29,Premium,S04,sylvia.foulston@example.com,sylvia84
T17095,JF-15565,2015-02-09,2015-02-09 21:27:51,Central,Decatur,Technology,79.99,6,479.952,Failed,35,Free,S01,jill.fjeld@example.com,jill39
T12603,EN-13780,2016-06-04,2016-06-04 18:09:11,East,New York City,Technology,449.95,3,1349.85,Pending,67,Premium,S10,edward.nazzal@example.com,edward19
T16786,JC-15775,2017-07-25,2017-07-25 16:54:37,East,Philadelphia,Office Supplies,51.98,5,259.92,Pending,47,Free,S08,john.castell@example.com,john31
T13128,BP-11155,2017-10-02,2017-10-02 20:00:31,East,New York City,Office Supplies,12.28,4,49.12,Completed,19,Basic,S05,becky.pak@example.com,becky98
T14752,EB-13870,2016-12-09,2016-12-09 12:08:22,South,Franklin,Technology,13.56,3,40.68,Pending,31,Basic,S09,emily.burns@example.com,emily21
T18342,ZD-21925,2017-06-11,2017-06-11 12:52:13,West,Los Angeles,Office Supplies,20.48,3,61.44,Completed,42,Premium,S03,zuschuss.donatelli@example.com,zuschuss1
T16159,AG-10330,2016-08-03,2016-08-03 12:20:36,Central,Tulsa,Technology,13.94,12,167.28,,51,Basic,S07,alex.grayson@example.com,alex84
T14331,PO-18850,2017-10-03,2017-10-03 19:06:17,South,Hialeah,Office Supplies,3.58,5,17.92,Completed,48,Premium,S03,patrick.o'brill@example.com,patrick34
T14990,AW-10930,2017-08-31,2017-08-31 17:55:55,West,San Francisco,Office Supplies,2.22,3,6.672,Pending,65,Free,S05,arthur.wiediger@example.com,arthur94
T12979,ND-18370,2014-01-13,2014-01-13 18:31:36,South,Mount Pleasant,Furniture,90.99,6,545.94,Pending,35,Premium,S08,natalie.decherney@example.com,natalie16
T18923,AH-10690,2016-10-04,2016-10-04 09:28:40,South,Coral Gables,Furniture,3.86,3,11.568,Pending,44,Premium,S12,anna.häberlin@example.com,anna47
T15551,DB-12970,2014-11-12,2014-11-12 11:43:12,Central,Houston,Office Supplies,2.67,1,2.672,,48,Premium,S08,darren.budd@example.com,darren84
T16878,CG-12520,2015-10-15,2015-10-15 09:44:09,Central,Dallas,Furniture,21.9,6,131.376,Pending,51,Free,S10,claire.gute@example.com,claire63
T18945,EH-14005,2014-12-07,2014-12-07 19:52:52,West,San Francisco,Office Supplies,,3,164.88,Pending,34,Free,S04,erica.hernandez@example.com,erica16
T17175,HK-14890,2017-03-26,2017-03-26 12:40:21,Central,Houston,Office Supplies,24.78,3,74.352,Completed,45,Basic,S10,heather.kirkland@example.com,heather74
T14917,MB-17305,2017-10-09,2017-10-09 13:03:26,Central,League City,Office Supplies,9.59,7,67.144,Pending,19,Basic,S10,maria.bertelson@example.com,maria48
T10747,MH-17785,2014-05-27,2014-05-27 11:44:27,West,San Diego,Furniture,56.71,10,567.12,Completed,48,Basic,S01,maya.herman@example.com,maya32
T17719,MC-17605,2017-09-09,2017-09-09 12:49:17,West,Los Angeles,Technology,39.99,4,159.96,Pending,61,Free,S02,matt.connell@example.com,matt82
T13403,LA-16780,2015-05-04,2015-05-04 21:10:47,Central,Tinley Park,Furniture,3.18,7,22.288,Failed,18,Premium,S01,laura.armstrong@example.com,laura54
T10514,BN-11515,2017-12-21,2017-12-21 13:25:46,West,Los Angeles,Office Supplies,2.21,3,6.63,Pending,48,Free,S11,bradley.nguyen@example.com,bradley4
T10622,CA-12265,2014-12-26,2014-12-26 21:47:17,Central,Chicago,Office Supplies,1.74,5,8.69,Failed,54,Free,S02,christina.anderson@example.com,christina45
T15831,MM-17920,2016-12-03,2016-12-03 18:37:23,Central,Richmond,Furniture,29.98,1,29.98,Failed,37,Premium,S05,michael.moore@example.com,michael61
T17414,MG-17890,2017-05-30,2017-05-30 19:11:03,West,Tigard,Furniture,13.59,1,13.592,Pending,50,Premium,S09,michael.granlund@example.com,michael61
T33214,HK-14890,2017-03-26,2017-03-26 18:23:25,Central,Houston,Technology,479.99,5,2399.96,Completed,21,Free,S04,,heather11
T15473,TS-21505,2017-12-19,2017-12-19 20:56:30,West,Parker,Office Supplies,39.13,2,78.256,Completed,44,Premium,S12,tony.sayre@example.com,tony72
T12817,DR-12940,2015-09-01,2015-09-01 17:51:26,East,Franklin,Furniture,60.74,1,60.74,Completed,63,Basic,S06,daniel.raglin@example.com,daniel91
T16537,FH-14365,2014-10-20,2014-10-20 13:00:27,South,Knoxville,Furniture,109.53,3,328.59,Completed,52,Premium,S09,fred.hopkins@example.com,fred6
T14237,NF-18475,2016-07-23,2016-07-23 10:55:33,Central,Rockford,Office Supplies,,4,11.416,,61,Premium,S03,neil.französisch@example.com,neil33
T16848,NP-18670,2016-07-18,2016-07-18 15:08:29,West,Phoenix,Technology,55.99,1,55.992,Completed,40,Premium,S10,nora.paige@example.com,nora89
T13059,HH-15010,2017-10-19,2017-10-19 20:24:24,West,San Francisco,Furniture,15.28,2,30.56,Failed,26,Basic,S07,hilary.holden@example.com,hilary93
T14590,NL-18310,2017-11-02,2017-11-02 14:27:00,West,Danville,Office Supplies,64.65,7,452.55,Failed,70,Free,S08,nancy.lomonaco@example.com,nancy72
T16210,YS-21880,2017-08-18,2017-08-18 10:16:25,West,Seattle,Office Supplies,310.39,9,2793.528,Failed,19,Basic,S11,yana.sorensen@example.com,yana43
T13994,DB-13120,2015-05-01,2015-05-01 14:35:48,South,Tampa,Office Supplies,28.78,6,172.704,Pending,62,Free,S11,david.bremer@example.com,david5
T10827,GT-14710,2017-08-21,2017-08-21 20:17:14,Central,Lakeville,Office Supplies,5.0,7,35,Failed,58,Premium,S08,greg.tran@example.com,greg86
T12227,LA-16780,2017-07-29,2017-07-29 13:46:35,Central,Austin,Office Supplies,1.45,2,2.896,Failed,31,Free,S08,laura.armstrong@example.com,laura80
T19551,NF-18595,2015-05-03,2015-05-03 11:05:02,West,San Jose,Office Supplies,4.62,3,13.848,Failed,59,Premium,S05,nicole.fjeld@example.com,nicole2
T16592,KB-16585,2015-04-30,2015-04-30 11:55:35,West,San Francisco,Office Supplies,11.55,3,34.65,Pending,31,Premium,S11,ken.black@example.com,ken70
T16543,CC-12220,2017-11-16,2017-11-16 11:57:13,West,Seattle,Technology,35.96,3,107.88,,33,Basic,S03,chris.cortes@example.com,chris87
T16886,HA-14905,2017-09-10,2017-09-10 17:32:36,East,Springfield,Technology,9.26,4,37.056,,31,Free,S01,helen.abelman@example.com,helen98
T17257,EM-14140,2016-05-30,2016-05-30 09:07:21,Central,Superior,Office Supplies,2.78,2,5.56,Completed,59,Free,S01,eugene.moren@example.com,eugene60
T12937,GT-14710,2016-12-06,2016-12-06 20:32:45,West,Seattle,Office Supplies,6.74,7,47.208,Completed,47,Basic,S09,greg.tran@example.com,greg9
T16724,VM-21835,2017-09-04,2017-09-04 18:09:07,East,Nashua,Office Supplies,2.47,6,14.82,Failed,58,Free,S07,vivian.mathis@example.com,vivian68
T10778,NZ-18565,2015-08-21,2015-08-21 11:30:06,West,San Francisco,Furniture,181.34,3,544.008,Completed,20,Premium,S10,nick.zandusky@example.com,nick58
T13378,CS-12490,2016-11-01,2016-11-01 13:33:31,Central,Conroe,Office Supplies,12.41,9,111.672,Completed,35,Free,S07,cindy.schnelling@example.com,cindy18
T17712,JM-15250,2017-10-28,2017-10-28 12:47:55,South,Fayetteville,Furniture,25.98,3,77.952,Completed,57,Free,S02,janet.martin@example.com,janet13
T17475,ME-17320,2014-01-06,2014-01-06 14:32:28,South,Henderson,Furniture,285.98,9,2573.82,Pending,48,Free,S10,maria.etezadi@example.com,maria81
T18447,AH-10075,2017-10-23,2017-10-23 17:25:55,East,Cranston,Furniture,8.75,4,35,Failed,24,Premium,S08,adam.hart@example.com,adam97
T12130,RF-19345,2014-05-20,2014-05-20 17:33:24,East,Dover,Office Supplies,8.32,4,33.28,Pending,54,Premium,S07,randy.ferguson@example.com,randy53
T10605,AS-10240,2014-03-15,2014-03-15 14:09:45,South,Tampa,Office Supplies,2.41,3,7.218,Pending,53,Free,S04,alan.shonely@example.com, 
T16171,MH-17440,2016-12-19,2016-12-19 08:38:50,East,New York City,Office Supplies,11.42,3,34.248,Completed,23,Premium,S12,mark.haberlin@example.com,mark84
T13515,HW-14935,2017-09-04,2017-09-04 18:56:52,Central,Chicago,Office Supplies,2.3,3,6.912,Pending,57,Premium,S02,helen.wasserman@example.com,helen39
T13875,DM-13015,2016-09-05,2016-09-05 12:13:37,South,Johnson City,Office Supplies,12.29,7,86.058,Pending,51,Free,S08,darrin.martin@example.com, 
T18919,CV-12805,2016-05-09,2016-05-09 21:36:00,Central,Austin,Office Supplies,3.09,6,18.528,Pending,42,Basic,S07,cynthia.voltz@example.com,cynthia41
T13986,JM-15535,2016-04-17,2016-04-17 18:48:49,West,Lakewood,Furniture,85.83,3,257.499,Completed,51,Premium,S05,jessica.myrick@example.com,jessica93
T16938,PS-18760,2014-06-15,2014-06-15 12:11:50,Central,El Paso,Office Supplies,18.27,2,36.544,,19,Free,S05,pamela.stobb@example.com,pamela53
T18450,AH-10075,2017-10-23,2017-10-23 13:47:24,East,Cranston,Office Supplies,5.43,8,43.44,Failed,33,Premium,S01,adam.hart@example.com,adam37
T12294,QJ-19255,2015-11-01,2015-11-01 09:26:06,East,New York City,Technology,4.95,1,4.95,Failed,59,Free,S12,quincy.jones@example.com,quincy29
T18937,PG-18895,2015-12-17,2015-12-17 11:06:33,West,Los Angeles,Office Supplies,40.97,5,204.85,Completed,46,Premium,S04,paul.gonzalez@example.com,paul32
T18393,EJ-14155,2016-12-01,2016-12-01 10:19:17,East,Franklin,Technology,45.98,3,137.94,Pending,67,Free,S12,eva.jacobs@example.com,eva85
T16627,TB-21400,2014-12-14,2014-12-14 09:58:51,East,New York City,Technology,1749.99,4,6999.96,Pending,53,Free,S10,tom.boeckenhauer@example.com,tom4
T15289,AD-10180,2017-04-30,2017-04-30 18:36:51,West,San Francisco,Office Supplies,40.99,4,163.96,Pending,68,Premium,S07,alan.dominguez@example.com,alan59
T14750,BV-11245,2016-12-24,2016-12-24 20:03:45,West,Seattle,Office Supplies,6.68,5,33.4,Failed,41,Basic,S09,,benjamin71
T12174,LS-16975,2016-07-30,2016-07-30 11:18:56,Central,Houston,Office Supplies,3.09,3,9.264,Failed,68,Premium,S06,lindsay.shagiari@example.com,lindsay37
T11179,JE-15745,2016-12-01,2016-12-01 19:04:20,East,Rockville,Technology,59.99,3,179.97,Completed,53,Free,S08,joel.eaton@example.com,joel94
T18250,MS-17365,2015-03-05,2015-03-05 09:16:53,Central,Chicago,Office Supplies,5.61,2,11.212,Completed,51,Free,S11,maribeth.schnelling@example.com,maribeth75
T17583,DM-13345,2015-04-16,2015-04-16 17:20:51,East,New York City,Furniture,,2,127.764,Completed,43,Free,S05,denise.monton@example.com,denise89
T12716,CP-12085,2014-12-04,2014-12-04 11:15:01,East,New York City,Technology,64.99,2,129.98,Completed,29,Free,S07,cathy.prescott@example.com,cathy30
T18088,DM-12955,2016-09-29,2016-09-29 16:56:15,West,Yuma,Office Supplies,2.62,4,10.496,Completed,60,Free,S06,dario.medina@example.com,dario10
T10630,LC-17140,2017-12-17,2017-12-17 12:48:50,West,San Francisco,Office Supplies,4.41,3,13.23,Failed,35,Free,S08,logan.currie@example.com,logan52
T10053,DP-13000,2015-04-18,2015-04-18 11:29:20,Central,New Albany,Furniture,89.99,1,89.99,Pending,19,Premium,S09,darren.powers@example.com,darren49
T16375,LA-16780,2014-04-29,2014-04-29 20:34:01,South,Memphis,Furniture,280.79,2,561.584,Completed,70,Free,S12,laura.armstrong@example.com,laura35
T12491,TB-21250,2015-10-09,2015-10-09 08:05:34,East,New York City,Office Supplies,5.98,4,23.92,,70,Basic,S06,tim.brockman@example.com,tim90
T12639,SB-20170,2017-06-12,2017-06-12 20:24:05,East,New York City,Office Supplies,4.38,3,13.128,Pending,69,Premium,S05,sarah.bern@example.com,sarah75
T15554,DB-12970,2014-11-12,2014-11-12 14:54:02,Central,Houston,Office Supplies,5.18,7,36.288,Failed,37,Premium,S02,darren.budd@example.com,darren49
T12561,TM-21010,2015-05-31,2015-05-31 08:59:57,West,Orem,Office Supplies,161.55,2,323.1,Completed,40,Free,S09,tamara.manning@example.com,tamara87
T11720,BN-11515,2016-05-19,2016-05-19 09:13:57,East,New York City,Furniture,4.97,8,39.76,Failed,57,Basic,S04,,bradley10
T15633,NF-18385,2014-02-11,2014-02-11 16:57:33,South,Chesapeake,Office Supplies,8.73,2,17.46,Pending,68,Basic,S10,natalie.fritzler@example.com, 
T15206,TM-21010,2015-09-12,2015-09-12 13:36:07,East,Auburn,Office Supplies,52.99,2,105.98,Completed,63,Premium,S08,tamara.manning@example.com,tamara27
T15125,DM-13015,2014-09-14,2014-09-14 11:36:17,East,New York City,Furniture,51.59,9,464.292,Failed,18,Free,S06,darrin.martin@example.com,darrin68
T18579,CM-12190,2017-12-22,2017-12-22 09:20:08,Central,Rochester,Office Supplies,15.58,2,31.16,Pending,58,Free,S08,charlotte.melton@example.com,charlotte16
T17836,EB-14110,2015-04-13,2015-04-13 10:56:08,West,Los Angeles,Technology,239.96,2,479.92,Failed,44,Premium,S11,eugene.barchas@example.com,eugene21
T13142,CY-12745,2014-12-12,2014-12-12 13:15:33,Central,San Antonio,Office Supplies,105.2,2,210.392,Completed,66,Premium,S03,craig.yedwab@example.com,craig48
T10254,DL-13315,2016-12-10,2016-12-10 20:50:26,East,New York City,Office Supplies,90.48,4,361.92,Failed,38,Free,S11,delfina.latchford@example.com,delfina36
T18704,RP-19390,2015-03-01,2015-03-01 09:49:42,East,Philadelphia,Office Supplies,1.78,2,3.552,Failed,25,Free,S10,resi.pölking@example.com,resi57
T13249,SJ-20125,2016-09-17,2016-09-17 13:39:19,West,Seattle,Furniture,56.94,2,113.888,Completed,60,Basic,S08,sanjit.jacobs@example.com,sanjit89
T10422,JE-15745,2014-06-22,2014-06-22 15:49:15,West,Louisville,Technology,32.79,6,196.752,Pending,22,Basic,S11,joel.eaton@example.com,joel59
T16337,BG-11740,2016-08-30,2016-08-30 18:17:51,West,Los Angeles,Furniture,11.76,4,47.04,Pending,44,Free,S12,bruce.geld@example.com,bruce1
T15409,DM-13345,2017-12-08,2017-12-08 13:03:33,West,San Francisco,Office Supplies,22.42,1,22.424,Completed,48,Premium,S10,denise.monton@example.com,denise78
T14340,DK-12895,2017-08-27,2017-08-27 12:29:24,South,Franklin,Office Supplies,5.18,1,5.184,Failed,56,Free,S10,dana.kaydos@example.com,dana7
T14321,ST-20530,2014-12-29,2014-12-29 20:46:41,West,Albuquerque,Office Supplies,33.29,1,33.29,Completed,52,Free,S07,shui.tom@example.com,shui20
T18604,CA-12310,2016-01-03,2016-01-03 20:33:47,Central,San Antonio,Technology,15.04,2,30.08,Failed,44,Premium,S05,christine.abelman@example.com,christine91
T17631,MP-17470,2014-03-30,2014-03-30 16:21:03,Central,Brownsville,Technology,35.99,7,251.944,Failed,32,Free,S01,mark.packer@example.com,mark7
T13700,AD-10180,2017-11-13,2017-11-13 19:40:44,East,Yonkers,Technology,40.99,4,163.96,Pending,66,Basic,S01,alan.dominguez@example.com,alan99
T11612,ML-17395,2014-05-26,2014-05-26 13:46:24,West,Los Angeles,Technology,,2,201.584,Failed,60,Premium,S10,marina.lichtenstein@example.com,marina9
T15313,SU-20665,2016-08-21,2016-08-21 14:03:29,South,Greenville,Office Supplies,14.02,2,28.048,Failed,27,Premium,S09,stephanie.ulpright@example.com,stephanie72
T17210,LC-16930,2016-09-11,2016-09-11 14:03:11,West,Phoenix,Office Supplies,4.78,2,9.568,Failed,60,Premium,S07,linda.cazamias@example.com,linda53
T15459,PK-19075,2017-09-04,2017-09-04 16:59:06,West,San Francisco,Office Supplies,2.22,6,13.344,Completed,54,Premium,S12,pete.kriz@example.com,pete86
T11716,JL-15835,2016-04-30,2016-04-30 08:52:36,East,New York City,Office Supplies,3.86,2,7.712,Completed,18,Basic,S05,,john6
T10155,SP-20650,2015-05-31,2015-05-31 15:23:23,West,San Jose,Office Supplies,26.38,4,105.52,Completed,25,Free,S12,stephanie.phelps@example.com,stephanie10
T12080,MS-17365,2015-12-24,2015-12-24 21:00:44,West,Phoenix,Office Supplies,15.18,7,106.232,,43,Basic,S07,maribeth.schnelling@example.com,maribeth3
T18092,MT-17815,2015-12-10,2015-12-10 19:14:45,West,San Francisco,Office Supplies,2.88,2,5.76,Pending,31,Basic,S12,meg.tillman@example.com,meg51
T10152,TW-21025,2016-03-13,2016-03-13 13:42:18,West,Scottsdale,Office Supplies,31.58,5,157.92,Failed,40,Premium,S07,tamara.willingham@example.com,tamara78
T15847,BS-11665,2015-11-17,2015-11-17 14:25:59,West,San Diego,Furniture,112.78,2,225.568,Failed,42,Basic,S03,brian.stugart@example.com,brian46
T16459,AJ-10780,2017-05-14,2017-05-14 11:52:43,East,Baltimore,Office Supplies,1.88,2,3.76,Completed,63,Premium,S08,anthony.jacobs@example.com,anthony60
T12018,BK-11260,2015-03-19,2015-03-19 13:03:47,West,San Bernardino,Office Supplies,7.31,2,14.62,,18,Free,S04,berenike.kampe@example.com,berenike53
T17548,CM-12715,2014-10-10,2014-10-10 16:36:27,Central,Huntsville,Office Supplies,2.4,5,11.98,Pending,19,Premium,S07,craig.molinari@example.com,craig47
T17337,JK-15625,2015-12-25,2015-12-25 09:39:32,East,New York City,Furniture,224.78,2,449.568,Failed,22,Basic,S07,jim.karlsson@example.com,jim69
T10460,JH-15985,2015-12-15,2015-12-15 20:39:15,West,Seattle,Office Supplies,25.98,4,103.92,Pending,67,Premium,S03,joseph.holt@example.com,joseph9
T11752,JW-15955,2017-10-14,2017-10-14 15:34:48,West,Oakland,Furniture,4.73,2,9.46,Completed,50,Premium,S08,joni.wasserman@example.com,joni78
T15495,DH-13675,2014-11-28,2014-11-28 13:26:10,West,San Francisco,Furniture,102.83,4,411.332,Completed,39,Premium,S09,duane.huffman@example.com,duane28
T19236,LR-16915,2016-09-02,2016-09-02 13:47:25,West,Los Angeles,Office Supplies,2.67,7,18.69,Pending,60,Basic,S12,lena.radford@example.com,lena47
T16779,HF-14995,2016-09-03,2016-09-03 17:52:47,East,Baltimore,Furniture,114.98,3,344.94,Completed,53,Basic,S11,herbert.flentye@example.com, 
T15035,HR-14770,2015-08-09,2015-08-09 18:18:04,Central,Milwaukee,Furniture,137.48,5,687.4,Failed,35,Free,S12,hallie.redmond@example.com,hallie61
T15494,DH-13675,2014-11-28,2014-11-28 20:41:46,West,San Francisco,Office Supplies,10.35,4,41.4,Completed,50,Free,S05,duane.huffman@example.com,duane77
T10427,JM-15265,2017-11-23,2017-11-23 17:20:31,Central,Canton,Office Supplies,35.99,8,287.92,Pending,43,Free,S10,janet.molinari@example.com,janet74
T12596,BM-11650,2017-05-13,2017-05-13 14:40:31,Central,Columbus,Office Supplies,304.99,3,914.97,Pending,64,Basic,S10,brian.moss@example.com,brian79
T18162,JJ-15445,2015-09-28,2015-09-28 18:22:59,East,New York City,Office Supplies,48.92,6,293.52,Failed,55,Basic,S02,jennifer.jackson@example.com,jennifer43
T18383,MH-17440,2016-02-08,2016-02-08 19:12:58,Central,Houston,Furniture,60.38,4,241.5,,18,Basic,S06,mark.haberlin@example.com,mark70
T11276,MS-17710,2016-05-26,2016-05-26 15:46:28,Central,Fort Worth,Office Supplies,4.78,3,14.352,Failed,31,Free,S04,maurice.satty@example.com,maurice50
T12626,TA-21385,2017-10-22,2017-10-22 09:16:46,East,New York City,Office Supplies,12.78,5,63.9,Pending,25,Premium,S06,tom.ashbrook@example.com,tom86
T12830,MJ-17740,2016-04-23,2016-04-23 14:57:06,East,Lancaster,Office Supplies,11.18,5,55.92,Failed,56,Free,S08,max.jones@example.com,max96
T19522,SG-20605,2014-12-19,2014-12-19 21:35:48,Central,Chicago,Technology,107.99,3,323.976,Failed,48,Premium,S06,speros.goranitis@example.com,speros31
T19140,BM-11785,2014-09-02,2014-09-02 13:14:42,Central,Buffalo Grove,Technology,67.99,7,475.944,Failed,34,Premium,S12,bryan.mills@example.com,bryan46
T13824,CC-12685,2015-09-14,2015-09-14 10:47:17,East,New York City,Office Supplies,165.2,6,991.2,Pending,41,Premium,S11,craig.carroll@example.com,craig28
T18606,CA-12310,2016-01-03,2016-01-03 21:03:25,Central,San Antonio,Technology,36.19,5,180.96,Pending,38,Free,S03,christine.abelman@example.com,christine55
T10041,SN-20710,2015-12-27,2015-12-27 16:53:00,Central,Houston,Technology,92.79,4,371.168,Pending,61,Free,S09,steve.nguyen@example.com,steve27
T11667,NS-18505,2016-11-24,2016-11-24 20:25:56,Central,Dallas,Technology,47.5,2,94.992,Completed,24,Basic,S11,neola.schneider@example.com,neola17
T19136,TB-21175,2016-04-12,2016-04-12 19:58:18,South,Wilson,Office Supplies,51.98,1,51.984,Pending,20,Free,S10,thomas.boland@example.com,thomas95
T13624,JC-15775,2014-09-14,2014-09-14 08:12:27,South,Macon,Office Supplies,3.58,2,7.16,Failed,61,Premium,S11,john.castell@example.com,john27
T18552,VB-21745,2015-07-17,2015-07-17 15:14:04,Central,Houston,Office Supplies,,4,14.432,,51,Basic,S10,victoria.brennan@example.com,victoria11
T12064,GG-14650,2014-10-31,2014-10-31 20:49:14,West,Los Angeles,Office Supplies,6.43,3,19.296,Pending,26,Basic,S01,greg.guthrie@example.com,greg74
T17739,JF-15355,2017-07-30,2017-07-30 17:04:57,East,Baltimore,Technology,17.99,5,89.95,Completed,53,Free,S04,jay.fein@example.com,jay91
T11279,KC-16255,2014-09-08,2014-09-08 11:21:35,South,Macon,Technology,10.99,3,32.97,Failed,31,Basic,S10,karen.carlisle@example.com,karen85
